content,username,replyto,permalink
"obama should be arrested and thrown in prison . he had relations with iran and he gave 2,500 iran's citizens ship to america .",alvina71,realDonaldTrump,https://twitter.com/alvina71/status/1021391511257305090,1532353687
Didn’t know which hunts resulted in 12 indictments,TGombita,realDonaldTrump,https://twitter.com/TGombita/status/1021546945716932608,1532390745
Where are your tax returns you promised?,paw1028,realDonaldTrump,https://twitter.com/paw1028/status/1021515987471032320,1532383364
Let's talk about Seth rich is that a mob hit what's going on with that we need to talk about who murdered Seth rich,dancrabtree63,realDonaldTrump,https://twitter.com/dancrabtree63/status/1021408485442015233,1532357734
"Oohh, Mueller must be getting close. ",rdmmus,realDonaldTrump,https://twitter.com/rdmmus/status/1021398834239410177,1532355433
"what a joke.,pic.twitter.com/XU4ypcPOlO",RobertD42451426,"rdmmus,realDonaldTrump",https://twitter.com/RobertD42451426/status/1022078547408707585,1532517489
"Please have the rest of those documents declassified so we, the American people,  can view the truth.  And please get rid of Jeff Sessions.  He is worthless in this role.",Lindymac22,realDonaldTrump,https://twitter.com/Lindymac22/status/1021844705053749248,1532461737
"@,jeffsessions, is definitely a disgrace to the AG position & he is a disgrace to Alabama and he should have been fired a long time ago.",cost_tracy,"Lindymac22,realDonaldTrump",https://twitter.com/cost_tracy/status/1022321704192946177,1532575462
"It’s as obvious as the nose on my face that the FISA Court was set up to be a “personal court” for the ,#,DeepState, criminals. 99% of FISA Court applications had been approved. ,#,LockThemAllUp",Oh_Please227,"realDonaldTrump,DeplorableJLS",https://twitter.com/Oh_Please227/status/1023819001170804738,1532932446
It's almost unnecessary considering they have 5 eyes allies spy on us legally and give them our private (constitutionally protected) data anyways.,DeplorableJLS,"Oh_Please227,realDonaldTrump",https://twitter.com/DeplorableJLS/status/1023819772767739905,1532932630
Spot on! How blessed are we to have Trump in power!? ,Oh_Please227,"DeplorableJLS,realDonaldTrump",https://twitter.com/Oh_Please227/status/1023820275622674434,1532932750
I have been saying for a year now the Judges are as corrupt just as the FBI & DOJ.,GaryBal36514647,realDonaldTrump,https://twitter.com/GaryBal36514647/status/1021499976990576648,1532379547
"Nothing surprises me when involves Clinton. Obama needed Clinton to win. Clinton paid for the dossier, Obama gave nod to Brennan uses counterintelligence Inv to set up fake meetings CPage GPopadopalus with Russians. FBI covered Clinton email & server crimes. Conspiracy ya think.",kianats,realDonaldTrump,https://twitter.com/kianats/status/1021407708854083586,1532357549
Four of the judges are Republicans.  And there were only four judges.,BubMcCrackerby,realDonaldTrump,https://twitter.com/BubMcCrackerby/status/1021510914799853569,1532382155
"Handful Of Senior Corrupted FBI. DOJ Deep-State-Democrats Tried 2 Overthrow American Election & When They Got Caught They Tried 2 Fame Legitimate Elected President Trump This Framing Continues To Go On By A Corrupted Special Council Mueller ,America, DEAMANDING JUSTICE",EdwardAshton30,realDonaldTrump,https://twitter.com/EdwardAshton30/status/1021393191654907905,1532354088
"I keep hearing about these law breaking politicians, ect. Are these people above the law?! Make examples of some of these high profile law breakers & maybe the others will straighten up! I'm honestly sick of hearing about this crap & never seeing no one get charged & go to jail!",GeneAtha,realDonaldTrump,https://twitter.com/GeneAtha/status/1021407615698513920,1532357527
You seem to be pretty worried for someone who hasn't done anything wrong and has nothing to hide ,kekod02,realDonaldTrump,https://twitter.com/kekod02/status/1021500178426150914,1532379595
"#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou",StacyeJowers,realDonaldTrump,https://twitter.com/StacyeJowers/status/1021484096432885760,1532375761
We need that second Special Counsel! We're are behind you all the way Mr. President,ompastor,realDonaldTrump,https://twitter.com/ompastor/status/1021433578348007424,1532363717
"Wow, you sound SO, SO guilty. Desperate. Sad.",JamMarchant00,realDonaldTrump,https://twitter.com/JamMarchant00/status/1021439307691638784,1532365083
YouTube the 60-minute deception what the media does to people it's astounding it really is cover-ups on one of the most popular shows in America,dancrabtree63,realDonaldTrump,https://twitter.com/dancrabtree63/status/1021408965576527875,1532357848
I don't understand why Obama is not brought up on treasonous actions. Him and Hillary are both guilty of treason and should be prosicuted for it. And everywho else that is  threatening to do harm to our President and first lady.,SandraF62435799,realDonaldTrump,https://twitter.com/SandraF62435799/status/1021410033966493697,1532358103
"Andrew McCarthy - “I said this could happen. This is so good that they should be looking at the judges who signed off on this stuff, not just the people who gave it. It is so good it screams out at you.”  On the whole FISA warrant which led to the Mueller Russia investigation!",MarijaneKane,realDonaldTrump,https://twitter.com/MarijaneKane/status/1021413381432061952,1532358901
Hillary should also be on that list many of those in your office  having problems with should have had their Security Clearances they use their positions to cause trouble.,Robert07231859,realDonaldTrump,https://twitter.com/Robert07231859/status/1021729945087827968,1532434376
I meant for people like Hillary and others should all have their security clearances Removed this would happen in any other office.  They have proved that they can not be trusted.,Robert07231859,"Robert07231859,realDonaldTrump",https://twitter.com/Robert07231859/status/1021732036627910658,1532434875
pic.twitter.com/HqsgbVYnSl,sharonsponcel,realDonaldTrump,https://twitter.com/sharonsponcel/status/1021399809444306945,1532355665
Why in the HELL won't the Republican Party come together and do something about it? As you said its a rugged Witch Hunt!!,zmanz51,realDonaldTrump,https://twitter.com/zmanz51/status/1021054131027529728,1532273249
Because most are in on it,mrreino17,"zmanz51,realDonaldTrump",https://twitter.com/mrreino17/status/1021061815801819136,1532275081
So True Mr President....Soooo True!,SupperheatD,"realDonaldTrump,MaryThibodeau9",https://twitter.com/SupperheatD/status/1021405149808545792,1532356939
Do you actually know what is required to be presented to receive a warrant?,JKB579,realDonaldTrump,https://twitter.com/JKB579/status/1021436419280113664,1532364394
"President Trump , please take action now, be Trump , Fire Them",FuckYouTweeter8,"realDonaldTrump,Liz_Wheeler",https://twitter.com/FuckYouTweeter8/status/1021482898866753537,1532375475
You're really need to do it start your own news media Outlet there's too much bias against you put these people against the wall they say like a nail them to the wall show the bias show the media bias show it all throw these people to the wolves,dancrabtree63,realDonaldTrump,https://twitter.com/dancrabtree63/status/1021411212758745090,1532358384
"HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!!!!!!
,#,TraitorTrump, ,#,TRE45ON, ,#,ImpeachTrump",kalyp123,"dancrabtree63,realDonaldTrump",https://twitter.com/kalyp123/status/1021441037166837760,1532365495
"The judges were all Republicans, Spanky.  All four of them. Take your ball and go home now.",LCARP620,realDonaldTrump,https://twitter.com/LCARP620/status/1021498710352715778,1532379245
"You are such a ridiculous child. You can call it what you want, but the fact is top people in your campaign lied to the FBI about communicating with the Russians. If you want to blame someone, blame yourself. You chose them and most likely you were ok with what they were doing.",sarahjanemccain,realDonaldTrump,https://twitter.com/sarahjanemccain/status/1021431022569820160,1532363107
"#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou, ,#,WeDontBelieveYou",DutchesGumyBunz,realDonaldTrump,https://twitter.com/DutchesGumyBunz/status/1021413889521606656,1532359022
"Until people start going to jail, its not going to stop.",FLArkie,"realDonaldTrump,TheCartelMatt",https://twitter.com/FLArkie/status/1021523613701300225,1532385183
pic.twitter.com/S9CBvclFkY,bbonning1,realDonaldTrump,https://twitter.com/bbonning1/status/1021556725009330177,1532393077
"Umm...no. Soon they will publish what you and/or your campaign help were doing prior to the election. Reallly not a big deal though, compared to damage done around the world by you since being Prez.",Grube39,realDonaldTrump,https://twitter.com/Grube39/status/1021395993680478208,1532354756
All our rights are gradually eroded as government gets bigger.,zulkarnainaslam,realDonaldTrump,https://twitter.com/zulkarnainaslam/status/1021695403601866752,1532426141
"Tell me again Donny exactly which parts of the Steele Dossier has been DISPROVEN? Oh, right, that would be NONE. ,#,notfakenews, ,#,unfittoserve",fairjack,realDonaldTrump,https://twitter.com/fairjack/status/1021427845124501504,1532362350
"You want to talk ""rigged""? The 2018 elections are going to be RIGGED, because you don't take the Russia meddling seriously (calling it a hoax) and are doing NOTHING about it! You're going to allow Russia to hack again because it helps Republicans! ,#,Rigged, ,#,Election2018,!!!",vanessaefoster,realDonaldTrump,https://twitter.com/vanessaefoster/status/1021442969499504640,1532365956
"I happen to love Halloween and a good witch hunt, maybe we will hit jackpot and find 100’s of witches.",valstake,realDonaldTrump,https://twitter.com/valstake/status/1021410221908942853,1532358148
"FACT:
,@,GOPLeader, also said,""there's 2 people that are being paid by Putin, ,@,DanaRohrabacher, & ,@,realDonaldTrump, "",pic.twitter.com/XcZTDoqHxg",cody1mac,realDonaldTrump,https://twitter.com/cody1mac/status/1021010711806291968,1532262897
OVER 100 CHARGES FILED...MULTIPLE GUILTY PLEAS.  MANAFORT NEXT.,realSeanOB,realDonaldTrump,https://twitter.com/realSeanOB/status/1021542061332488192,1532389581
"@,AndrewCMcCarthy, didn't say the 4 judges who signed off on ,@,FISA, warrants were all appointed by ,@,GOP, presidents. They were well sourced beyond the Steele Dossier. They were requested by lifelong ,@,GOP, ,@,FBI, who opposed ,@,HillaryClinton,. They didn't leak the investigation! ,#,FakeNews",GrantDevereaux,realDonaldTrump,https://twitter.com/GrantDevereaux/status/1021460675900727296,1532370177
"You and your GOP minions can try your best, but those of us who aren't brainwashed by Fox News KNOW you're lying and guilty.",malinablue,realDonaldTrump,https://twitter.com/malinablue/status/1021467164346322949,1532371724
"#,MuellerWitchHunt, 
,#,RussiaHoax,pic.twitter.com/aOvWts4687",misterdish69,realDonaldTrump,https://twitter.com/misterdish69/status/1021398490352635905,1532355351
"Mr. Trump,
You ARE the President Sir.  ORDER an investigation.  Tell your utterly useless, and possibly fifth columnist, AG Session to get off of his butt and FINALLY do his job.  Give him 24 hours to comply.  If he has not, FIRE HIM.

TO HELL with what Democrats think and may do",AgentPepsi01,realDonaldTrump,https://twitter.com/AgentPepsi01/status/1021839266928893953,1532460440
Getting scared Donnie!!,strongergunlaws,realDonaldTrump,https://twitter.com/strongergunlaws/status/1021490519900336128,1532377292
pic.twitter.com/pcX9Rr8QpU,kimmyp1969,realDonaldTrump,https://twitter.com/kimmyp1969/status/1021422788282802176,1532361144
"POTUS, DE-CLASSIFY ALL DOCS. regarding the FISA???!?!?!?!?!?!?!",DaddyRicx,realDonaldTrump,https://twitter.com/DaddyRicx/status/1021408341979992065,1532357700
"This is what happens when Americans are asleep, allowing corrupt people to run their country. And dems downplaying this and not wanting answers should speak volumes to the voters. But there is a certain faction that wont care, because Trump.",JenStanford76,realDonaldTrump,https://twitter.com/JenStanford76/status/1021502205923405826,1532380079
pic.twitter.com/o5ym1kgacf,FavreforPrez20,realDonaldTrump,https://twitter.com/FavreforPrez20/status/1021597599202242560,1532402822
pic.twitter.com/vKmB0bTQwG,lowehuff,realDonaldTrump,https://twitter.com/lowehuff/status/1021409365209862145,1532357944
"We deserve full investigation of every factual lead, and prosecution of everyone committing a crime.",WR_Lundberg,realDonaldTrump,https://twitter.com/WR_Lundberg/status/1021917816017051652,1532479168
pic.twitter.com/HZzFjI7Wdi,ArthurRosenhaus,realDonaldTrump,https://twitter.com/ArthurRosenhaus/status/1021393005364666369,1532354043
The dossier info leaked & passed around to give appearance of multiple sources while its all fake intelligence. FISA application relates sources all connected to dossier = Clinton<bottom of the swamp. Makes me wonder what Clinton uses as leverage to get people to commit treason.,kianats,realDonaldTrump,https://twitter.com/kianats/status/1021409549801132032,1532357988
"The Mueller investigation is NOT a WITCH hunt. Nice try to sway the public by calling it so. Why don’t you stop acting scared, and start acting more presidential?",karenrothstein,realDonaldTrump,https://twitter.com/karenrothstein/status/1021905472129888256,1532476225
"#,ShutUpTrump",Saeed47864730,realDonaldTrump,https://twitter.com/Saeed47864730/status/1021866213675290624,1532466865
We The People Are With You President Trump. Never Forget!,EvlynlongLong,realDonaldTrump,https://twitter.com/EvlynlongLong/status/1021392661343883264,1532353961
"Andrew McCarthy - ""No, the President Did Not Need to Meet with Putin"",https://www.,nationalreview.com/2018/07/trump-,putin-meetings-unnecessary/, ,…",nyc_oz,realDonaldTrump,https://twitter.com/nyc_oz/status/1021014301610598400,1532263753
"Why not just declassify everything and end the ,#,WitchHunt,? Then people like the piece of ,#,Schiff, should resign in disgrace for lying and trying to mislead the American People.",exhaustartist,"realDonaldTrump,LindaMott9",https://twitter.com/exhaustartist/status/1021424822608367616,1532361629
"Yes Mr President I’ve Often Wondered If The Judges Were Duped & Lied To Why Are They All Hiding ? Why Aren’t They Mad At The DemonRats , Unless They Were In On The Fraud Themselves ?",Nightlaser,realDonaldTrump,https://twitter.com/Nightlaser/status/1021415849112956928,1532359490
Disclassify these documents.  Put an end to it.  You should have fired Sessions once he recused himself.  They all work for you.,huffsticklermr,realDonaldTrump,https://twitter.com/huffsticklermr/status/1021566484412354560,1532395404
Resign please!,pouncer127,realDonaldTrump,https://twitter.com/pouncer127/status/1021455690995359745,1532368989
Start with Rosenstein!,asteri_o23,realDonaldTrump,https://twitter.com/asteri_o23/status/1021445096443600896,1532366463
"THEY ARE ALL REPUBLICANS! This isn’t about Democrat or Republican. This is about right and wrong. You lie to your little base every time you speak,
This is not a witch hunt. All of this is based on facts. LOTS OF FACTS! Real facts, not the “alternative facts” that you dish out.",Texasblaze69,realDonaldTrump,https://twitter.com/Texasblaze69/status/1021503145678196737,1532380303
"There is no rigged Mueller Witch Hunt! There was a rigged election! You just keep deflecting, muddying the waters and kissing up to Putin. You are a dangerous person and I only hope our country can recover from this awful Presidency! Now you are threatening war with Iran! ",pattyptrish,realDonaldTrump,https://twitter.com/pattyptrish/status/1021578035655520256,1532398158
"#,WitchHunt,  big red wave coming.",NotFrank3,realDonaldTrump,https://twitter.com/NotFrank3/status/1022673224776204289,1532659271
Breaking News: THE FISA JUDGE FOR CARTER PAGE'S SURVEILLANCE WARRANT PREVIOUSLY WORKED AT THE U.S. POSTAL SERVICE AS A STAMP.,Tunatoonses,"realDonaldTrump,LouDobbs",https://twitter.com/Tunatoonses/status/1021492627261321217,1532377795
HOW THE HELL CAN U CALL IT RIGGED OR A WITCH HUNT? It sure is catching a lot of witches- conspirators agsinst our COUNTRY! You are the least country loving person..I think Osma Bin Ladin had more respect 4US than you! You are a DOMESTIC TERRORIST! You are TERRORIZING THE PEOPLE!,SANDEECARBRAWL,realDonaldTrump,https://twitter.com/SANDEECARBRAWL/status/1021410708687376384,1532358264
"Bad is an understatement, it’s the worst this Country has ever seen.",teena12170,realDonaldTrump,https://twitter.com/teena12170/status/1021405625723641857,1532357052
pic.twitter.com/5c1gnBtYGZ,BuntingJan,realDonaldTrump,https://twitter.com/BuntingJan/status/1021586037934628864,1532400066
pic.twitter.com/O3JMUiKjGz,John_W_Harper,realDonaldTrump,https://twitter.com/John_W_Harper/status/1021964458376290304,1532490288
"https://,twitter.com/nasdaqtopchoic,e/status/980579837021745152?s=21, ,…",AlanPortell,realDonaldTrump,https://twitter.com/AlanPortell/status/1021426377281720320,1532362000
WWG1WGA. Q said July was the month. Right Again!,Lpac2017,"realDonaldTrump,floweredog",https://twitter.com/Lpac2017/status/1021452857688625153,1532368313
"#,MuellerWitchHunt, ,#,MüellerHoax, ,He must ANSWER! ,@,TGowdySC, ,@,DevinNunes, ,@,RepMarkMeadows, ,@,Jim_Jordan, ,@,RepLeeZeldin, ,@,RepDeSantis, ,@,replouiegohmert, ,@,SpeakerRyan, ( Anti Trump lame duck) ,@,marcorubio, ( pathetic little hater who wouldn't have won reelection without ,@,potus, endorsement)",GalanoFamily,realDonaldTrump,https://twitter.com/GalanoFamily/status/1021486341761245186,1532376296
"Who gets the Friday indictment this week? I’m glued to my feed. I predict Jr and since he’s an abused pussy I think he’ll flip too.,pic.twitter.com/jK2rNHKwwZ",amuzme420,realDonaldTrump,https://twitter.com/amuzme420/status/1021435010002440192,1532364058
"Notice ...the chief so called villain and centre of it all, Carter page, has never been indicted by mueller.
Reason ...they have NOTHING 
It’s all a setup. A coup.
Just because they hate trump.
And the left are baying for blood.
Like a lynch mob.
Trump derangement syndrome.",politicaldoc,"realDonaldTrump,hoppinmama5",https://twitter.com/politicaldoc/status/1021966781798338561,1532490842
"#,declassify, all documents. Then their bitts will be exposed - so sick of this BS. But, you can stop the bull - declassify the documents that the American people paid for and we can’t see our flawed product of all the money spent",Bi07296867Linda,realDonaldTrump,https://twitter.com/Bi07296867Linda/status/1021413821464829953,1532359006
Please make the DOJ remove redactions! Newt says go further and fix this.,Jcook287,realDonaldTrump,https://twitter.com/Jcook287/status/1021602481468592131,1532403986
"Everyone KNOWS that EVERYTHING the left accuses true Americas of... they themselves are the one MOST guilty of their accusations. When people say removing security clearances is ""punishment""... GREAT - PUNISH AWAY ON THE GUILTY LEFT!!! ,#,MAGA",Morrpheus,realDonaldTrump,https://twitter.com/Morrpheus/status/1021714208852008960,1532430624
pic.twitter.com/lp5e2A8Pp9,weimpromptu,realDonaldTrump,https://twitter.com/weimpromptu/status/1021760996283699201,1532441779
"In the past liberals would have gone wild if state power was used against political opponents or individual persons or people’s.

Now liberals are the ones using state apparatus to do the spying.

Today’s liberals have become the new fascista",politicaldoc,"realDonaldTrump,hoppinmama5",https://twitter.com/politicaldoc/status/1021965042156281856,1532490427
President Trump please release a unredacted FISA application to to the American public. We deserve the truth!,Happycar6,realDonaldTrump,https://twitter.com/Happycar6/status/1021572720541224965,1532396891
pic.twitter.com/IrVDihLm3S,Jedi_50,realDonaldTrump,https://twitter.com/Jedi_50/status/1021580622802944000,1532398775
"If this is happening to the President-Elect of USA; someone has to look at all the cases filed by our Fake-Bogus-Incompetent folks at this corrupt government agency for possible similar rigging witch hunt against common Citizens of USA. ,#,FBICorruption, ,#,FBIcoverup",bbab2018,"realDonaldTrump,LoysaZ",https://twitter.com/bbab2018/status/1021425840423297024,1532361872
"https://www.,nytimes.com/2018/07/22/us/,politics/how-a-trump-decision-revealed-a-gop-memos-shaky-foundation.html?action=click&module=Top%20Stories&pgtype=Homepage, ,…",zeichnerkm,realDonaldTrump,https://twitter.com/zeichnerkm/status/1021507549739143168,1532381353
"Andrew McCarthy - “You couldn't buy her, though, that's what's killing you, isn't it? That's it. She thinks you're shit. And deep down, you know she's right.”  Pretty in Pink.",Kara_Jane_Adams,realDonaldTrump,https://twitter.com/Kara_Jane_Adams/status/1021392774153850885,1532353988
"You mean the four REPUBLICAN judges who were appointed by Bush and Reagan? So, four angry Republicans?",StJimmySonofGun,realDonaldTrump,https://twitter.com/StJimmySonofGun/status/1021033775130701831,1532268396
Yes we agree. We love watching it play out. The good guys win. You win again Mr. President. The American patriots win. God bless you all Mr. President.,CkochkinKochkin,realDonaldTrump,https://twitter.com/CkochkinKochkin/status/1021578249179156480,1532398209
"Fuck you ,#,traitor",SaraSandersHuck,realDonaldTrump,https://twitter.com/SaraSandersHuck/status/1021007969197182978,1532262243
pic.twitter.com/IiTamyBux7,dwesthorrorcom,realDonaldTrump,https://twitter.com/dwesthorrorcom/status/1021414778307108864,1532359234
"Why do you lie abou everything?  ,#,ImpeachTrump",jendalessio,realDonaldTrump,https://twitter.com/jendalessio/status/1021457941193478146,1532369525
Now you think you're a witch?,labedaelaine,realDonaldTrump,https://twitter.com/labedaelaine/status/1021544557174038528,1532390176
You sound panicked.,gregjohnsen,realDonaldTrump,https://twitter.com/gregjohnsen/status/1021412261066428416,1532358634
"Ambassador for Peace. Michail Vashkevich-Bulgaria. Уважаемые “Посланники мира"", дорогие братья и сестри, мы за мирное обьединение Корейского народа. Прошу вас распространить наше обращение по всем институциям в Америке, Европе, Азии. “Это печальный момент для истории"". Трамп отме,pic.twitter.com/gtRLJtqcuH",PisatelV,realDonaldTrump,https://twitter.com/PisatelV/status/1021666836893581312,1532419330
".,@,realDonaldTrump, Yes, I’m sure all 4 of the R-appointed judges were rooting for Clinton. Delusional!",LealTyme,realDonaldTrump,https://twitter.com/LealTyme/status/1021429002358218754,1532362626
"There is no witch hunt, Russians are guilty of cyber warfare and you simply don't care! Be our president, stop making everything about you",MAC1965JAN,realDonaldTrump,https://twitter.com/MAC1965JAN/status/1021472463404724224,1532372987
117Likes love the sound of Crying Babies! Trump is not a man. He is a Crying Baby.,EzerethJenkins,realDonaldTrump,https://twitter.com/EzerethJenkins/status/1021770752033529858,1532444105
pic.twitter.com/09T64PsvCO,mthomp6112,realDonaldTrump,https://twitter.com/mthomp6112/status/1021392414861340672,1532353902
I was thinking the same thing.,StephanieRick4,realDonaldTrump,https://twitter.com/StephanieRick4/status/1021574826182365184,1532397393
Do you ever SHUT UP?!?!,jo427sez,realDonaldTrump,https://twitter.com/jo427sez/status/1021597527420887040,1532402805
"And how is the the ,@,POTUS, witchhunt going",ThunderHaven_AE,realDonaldTrump,https://twitter.com/ThunderHaven_AE/status/1021462508476002307,1532370614
"FISA COURT NEEDS TO BE CANNED, CAPUT, ENDED",LuanaMacLac,realDonaldTrump,https://twitter.com/LuanaMacLac/status/1022243436810752002,1532556802
Tell McCarthy that he is a liar for me.,Tigerstrat57,realDonaldTrump,https://twitter.com/Tigerstrat57/status/1021429605830234113,1532362769
"Trump kurdish 
in kurdistan iraq,pic.twitter.com/KjUQ8bYFW4",Dana81705668,realDonaldTrump,https://twitter.com/Dana81705668/status/1021453853223464962,1532368550
GO TRUMP!,Ilianacurrayah1,realDonaldTrump,https://twitter.com/Ilianacurrayah1/status/1021877015211925509,1532469440
"Trump knows everything! Lol! He is just letting lil tidbits out to screw w/liberal media heads!  Everyday he is filling a piece of the pie! My guess he will keep doing & they will fight,claw rebuke everything he says until(oh my) he will be”forced” to declassify all docs!",chachmalone,realDonaldTrump,https://twitter.com/chachmalone/status/1021498326020251651,1532379154
"Hold FISA judge accountable for authorizing the spying of The Trump and his team without verifying evidence that Killary snd the DNC Paid for the fake dossier ,#,LockHerUp, ,#,MAGA, ,#,TheStormIsHere, ,#,QAnon",carolstebe,realDonaldTrump,https://twitter.com/carolstebe/status/1021403912010698753,1532356644
STARTING TO GET WORRIED. BUTINA IN CUSTODY SPILLING HER GUTS ON HOW YOU WERE ON BOARD WITH THE RUSSIAN PLOT TO HELP YOU...TIME WILL TELL..MUELLER IS AS STRAIGHT AS A ARROW AND HONEST. MORE THEN WE CAN SAY FOR YOU!! PATHOLOGICAL LIAR AND CON.,dblondie,realDonaldTrump,https://twitter.com/dblondie/status/1021584622201790464,1532399728
OBAMA has corrupted much,knower1966,realDonaldTrump,https://twitter.com/knower1966/status/1021619420735725568,1532408025
"NO! House Intell  Committee established that the Russia investigation began after the FBI learned that George Papadopoulos, had been approached by a Russian agent -  the Russians had ""dirt"" on Clinton. The “dossier” was only part of FISA warrant. A  page explained possible bias.",Datnurse,realDonaldTrump,https://twitter.com/Datnurse/status/1021583161279430661,1532399380
"The truth always prevails.  Mueller is coming, you better pack your bags.",BellaBellaA714,realDonaldTrump,https://twitter.com/BellaBellaA714/status/1021536369636564992,1532388224
pic.twitter.com/mDj3FKWHJX,rhollw2002,realDonaldTrump,https://twitter.com/rhollw2002/status/1021521014360965120,1532384563
"Yes wonder why they denied at first fisa hearing, then something changed and it wasnt that they provided more evidence, so what was it? Judges accepting bribes or what??",mrsswiercz,"realDonaldTrump,pcal4HIM",https://twitter.com/mrsswiercz/status/1021556950776139780,1532393131
FIRE JEFF SESSONS,MartyLloyd4,realDonaldTrump,https://twitter.com/MartyLloyd4/status/1021572638718795777,1532396871
How many did you appoint? Just like all those republicans you have in the justice department that are breathing down your neck.,BryantDabney,realDonaldTrump,https://twitter.com/BryantDabney/status/1021578840823541761,1532398350
"You're guilty, aren't you? You're certainly acting guilty. Why not let the investigation finish and prove you innocent? I think you colluded, or at least your campaign did. Prove me wrong. Don't just bluster.",elfaegis,realDonaldTrump,https://twitter.com/elfaegis/status/1021744737676681216,1532437903
Hundreds of people can’t be wrong in the justice department! You are guilty! You lie daily so I’ll believe them!,_karlvan,realDonaldTrump,https://twitter.com/_karlvan/status/1021744164856373249,1532437766
I recently read that the FISA judges were lied to. Not sure how much they can be blamed.,gillis_lester,realDonaldTrump,https://twitter.com/gillis_lester/status/1021572913512763393,1532396937
"@,EricHolder, ,@,MalcolmNance, ,@,NancyPelosi, ,@,JoeBiden, ,@,RandiRhodes, You’re the witch and the US citizens thinks you’re an easy hunt. Because you keep leaving all of your snake oil bottles behind. So many snake oil bottles.",elijah0905,realDonaldTrump,https://twitter.com/elijah0905/status/1021663573993447425,1532418552
"MAN, YOU HAVE TH IMAGINATION OF A KID WHO JUST GOT CAUGHT WITH HIS HAND IN THE COOKIE JAR...DENIES IT, BUT  HIS LIES AREN'T VERY CONVINCING.",lynniep1963,realDonaldTrump,https://twitter.com/lynniep1963/status/1021579302003982337,1532398460
"https://www.,nationalreview.com/2018/07/carter,-page-fisa-applications-fbi-steele-dossier/amp/?__twitter_impression=true, ,…",flanagirl,"realDonaldTrump,JW4081",https://twitter.com/flanagirl/status/1021444668519845890,1532366361
"A picture is worth a million words. This for ALL of the @ClintonObamaMafia Swamp creatures....,pic.twitter.com/J4ow6nPtI0",LaurieRaymond20,realDonaldTrump,https://twitter.com/LaurieRaymond20/status/1021675208451739648,1532421326
"PLEASE Unredact the 19 pages and fulfill your promise of transparency!
,#,MAGA,  ,#,Trump2020,  ,#,Arrest44,  ,#,FIRESessions",CyberVegan,realDonaldTrump,https://twitter.com/CyberVegan/status/1021583971619090432,1532399573
Witch hunt? Didn't nixon keep saying that before he got caught? The only reason you protest this much is because you are hiding something. Your actions say you are guilty,TheThingFish,realDonaldTrump,https://twitter.com/TheThingFish/status/1021851911983652864,1532463455
I ask at least once a week but yeah taxes please where are they when are you paying them so we can have a surplus,natalieemerson,realDonaldTrump,https://twitter.com/natalieemerson/status/1021814103965425666,1532454441
"Kevin McCarthy, U.S. House Majority Leader said, ""Rep Rohrabacher & Trump are being paid by Russia"".
Do we in Reality have Communists in the WH & Congress now? If ,@,SenateGOP, & ,@,HouseGOP, aren't stopped by ,#,TsunamiOfVoters, & continue down Rus Conspiracy path, U can bet on it.",Ripper77Jack,realDonaldTrump,https://twitter.com/Ripper77Jack/status/1021405714655277057,1532357073
